,Review,Rating
27,"[[('É', 'VERB'), ('digital', 'ADJ'), ('pegar', 'VERB'), ('fila', 'NOUN'), ('atendimento', 'NOUN'), ('presencial', 'ADJ'), ('Detran', 'NOUN'), ('App', 'NOUN'), ('inútil', 'ADJ'), ('ideia', 'NOUN'), ('é', 'VERB'), ('fugir', 'VERB'), ('burocracia', 'NOUN')], [('quiser', 'VERB'), ('fazer', 'VERB'), ('certificação', 'NOUN'), ('digital', 'ADJ'), ('pagar', 'VERB'), ('R', 'NOUN'), ('vale', 'VERB'), ('ano', 'NOUN')]]",1
28,"[[('Impossível', 'ADJ'), ('cidadão', 'NOUN'), ('conhecimento', 'NOUN'), ('TI', 'NOUN'), ('cadastrar', 'VERB'), ('CNH', 'NOUN'), ('sozinho', 'ADJ'), ('certificado', 'VERB'), ('digital', 'ADJ')], [('verificações', 'NOUN'), ('desnecessárias', 'ADJ')]]",1
29,"[[('Formatei', 'VERB'), ('celular', 'ADJ'), ('tentar', 'VERB'), ('acessar', 'VERB'), ('aplicativo', 'ADJ'), ('diz', 'VERB'), ('bloquear', 'VERB'), ('dispositivo', 'NOUN'), ('antigo', 'ADJ')], [('procedo', 'NOUN'), ('caso', 'NOUN')], [('solucionado', 'VERB')]]",5
30,"[[('faz', 'VERB'), ('login', 'NOUN'), ('apresenta', 'VERB'), ('mensagem', 'NOUN'), ('falha', 'NOUN'), ('tente', 'VERB')]]",1
31,"[[('semanas', 'NOUN'), ('tentando', 'VERB'), ('acessar', 'VERB'), ('soh', 'NOUN'), ('aparece', 'VERB'), ('mensagem', 'NOUN'), ('serviço', 'NOUN')]]",1
32,"[[('Uf', 'NOUN'), ('cadastrada', 'VERB'), ('São', 'VERB'), ('Paulo', 'NOUN'), ('sendo', 'VERB'), ('cidade', 'NOUN'), ('grande', 'ADJ'), ('estar', 'VERB'), ('cadastrado', 'VERB'), ('é', 'VERB'), ('atraso', 'NOUN'), ('né', 'NOUN')]]",1
33,"[[('vc', 'NOUN'), ('precisa', 'VERB'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('vale', 'VERB'), ('pena', 'NOUN')]]",1
34,"[[('consegui', 'VERB'), ('fazer', 'VERB'), ('login', 'NOUN'), ('pede', 'VERB'), ('qr', 'NOUN'), ('code', 'NOUN'), ('consta', 'VERB'), ('CNH', 'NOUN')], [('proceder', 'VERB')]]",1
35,"[[('Ridiculo', 'NOUN'), ('dizem', 'VERB'), ('precisa', 'VERB'), ('pegar', 'VERB'), ('fila', 'NOUN'), ('Detran', 'NOUN'), ('basta', 'VERB'), ('ter', 'VERB'), ('certificação', 'NOUN'), ('digital', 'ADJ')], [('é', 'VERB'), ('difícil', 'ADJ'), ('ter', 'VERB'), ('geral', 'ADJ'), ('é', 'VERB'), ('caro', 'ADJ')], [('contas', 'NOUN'), ('bancárias', 'ADJ'), ('abertas', 'VERB'), ('passos', 'NOUN'), ('verificação', 'NOUN'), ('servem', 'VERB'), ('filtro', 'NOUN'), ('saber', 'NOUN'), ('foto', 'NOUN'), ('documentos', 'NOUN'), ('pessoais', 'ADJ'), ('foto', 'NOUN'), ('tipo', 'NOUN'), ('selfie', 'NOUN'), ('instantânea', 'ADJ'), ('banco', 'NOUN'), ('podem', 'VERB'), ('ser', 'VERB'), ('pedidos', 'NOUN'), ('filtros', 'NOUN'), ('analisados', 'VERB'), ('pessoas', 'NOUN'), ('validar', 'VERB')], [('dados', 'NOUN'), ('pessoais', 'ADJ'), ('podem', 'VERB'), ('ser', 'VERB'), ('utilizados', 'VERB'), ('pode-se', 'NOUN'), ('adicionar', 'VERB'), ('senhas', 'NOUN'), ('aplicativo', 'ADJ'), ('forma', 'NOUN'), ('caso', 'NOUN'), ('roubo', 'NOUN'), ('acesso', 'NOUN'), ('versão', 'NOUN'), ('digital', 'ADJ')]]",1
36,"[[('Banco', 'NOUN'), ('dados', 'NOUN')]]",1
37,"[[('MG', 'NOUN'), ('nao', 'NOUN'), ('ta', 'NOUN'), ('liberado', 'VERB'), ('fala', 'VERB'), ('UF', 'NOUN'), ('nao', 'NOUN'), ('liberada', 'VERB')]]",1
38,"[[('Parabéns', 'NOUN'), ('time', 'NOUN'), ('respostas', 'NOUN'), ('paciência', 'NOUN'), ('usuários', 'NOUN'), ('raivosos', 'NOUN'), ('entendem', 'VERB'), ('oficial', 'ADJ'), ('pode', 'VERB'), ('passar', 'VERB'), ('cima', 'NOUN'), ('burocracia', 'NOUN'), ('existente', 'ADJ')], [('insatisfeitos', 'ADJ'), ('burocracia', 'NOUN'), ('é', 'VERB'), ('compreensível', 'ADJ'), ('critiquem', 'VERB')], [('deveria', 'VERB'), ('ter', 'VERB'), ('avaliação', 'NOUN'), ('ruim', 'ADJ'), ('fizer', 'VERB'), ('propõe', 'VERB'), ('fazer', 'VERB')]]",5
39,"[[('Funcionou', 'VERB')], [('precisei', 'VERB'), ('confirmar', 'VERB'), ('dados', 'NOUN'), ('Detran', 'NOUN'), ('ativou', 'VERB')], [('sugiro', 'NOUN'), ('acesso', 'NOUN'), ('impressão', 'NOUN'), ('digital', 'ADJ'), ('vai', 'VERB'), ('ficar', 'VERB'), ('prático', 'ADJ')]]",5
40,"[[('ideia', 'NOUN'), ('tá', 'VERB'), ('caminho', 'NOUN'), ('certo', 'ADJ')], [('utilizada', 'VERB'), ('países', 'NOUN'), ('mundo', 'NOUN'), ('competentes', 'ADJ')], [('problema', 'NOUN'), ('é', 'VERB'), ('certificado', 'VERB'), ('digital', 'ADJ'), ('ter', 'VERB'), ('enfrentar', 'VERB'), ('martírio', 'NOUN'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('é', 'VERB'), ('impensável', 'ADJ'), ('testar', 'VERB'), ('apresenta', 'VERB'), ('vantagem', 'NOUN'), ('momento', 'NOUN'), ('tecnologia', 'NOUN'), ('adoção', 'NOUN'), ('cairá', 'VERB'), ('esquecimento', 'NOUN'), ('tentativas', 'NOUN'), ('atabalhoadas', 'VERB'), ('governo', 'NOUN'), ('inovar', 'VERB'), ('inovar', 'VERB')], [('sabe', 'VERB'), ('dia', 'NOUN')]]",1
41,"[[('Carteira', 'NOUN'), ('Nacional', 'NOUN'), ('precisa', 'VERB'), ('adesão', 'NOUN'), ('estadual', 'ADJ')], [('Brasil', 'NOUN')], [('Coloquem', 'VERB'), ('site', 'NOUN'), ('Denatran', 'NOUN'), ('estados', 'NOUN'), ('aderiram', 'VERB'), ('Alagoas', 'NOUN'), ('Distrito', 'NOUN'), ('Federal', 'NOUN')], [('porcaria', 'NOUN'), ('tecnologia', 'NOUN')], [('site', 'NOUN'), ('certificado', 'VERB'), ('vencido', 'VERB'), ('segurança', 'NOUN'), ('entrar', 'VERB')], [('Cômico', 'ADJ')], []]",1
42,"[[('Falta', 'VERB'), ('padrão', 'NOUN'), ('apps', 'NOUN'), ('governo', 'NOUN'), ('Dataprev/Serpro/etc', 'NOUN')], [('CTPS', 'NOUN'), ('Digital', 'NOUN'), ('e-Título', 'NOUN'), ('precisam', 'VERB'), ('certificado', 'VERB'), ('digital', 'ADJ'), ('acessar', 'VERB')], [('CNH', 'NOUN'), ('Digital', 'NOUN'), ('precisa', 'VERB')], [('faz', 'VERB'), ('sentido', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('validar', 'VERB'), ('acesso', 'NOUN'), ('caso', 'NOUN'), ('ter', 'VERB'), ('certificado', 'VERB')], [('apps', 'NOUN'), ('governo', 'NOUN'), ('consegue', 'VERB'), ('colocar', 'VERB'), ('burocracia', 'NOUN')], [('Incrível', 'ADJ')]]",1
43,"[[('lixo', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('DETRAN', 'NOUN'), ('dia', 'NOUN'), ('abre', 'VERB'), ('conta', 'NOUN'), ('bancária', 'ADJ'), ('celular', 'ADJ'), ('Eita', 'NOUN'), ('cabide', 'VERB'), ('empregos', 'NOUN')]]",1
44,"[[('Ideia', 'NOUN'), ('excelente', 'ADJ'), ('vejo', 'NOUN'), ('pena', 'NOUN'), ('posso', 'VERB'), ('utilizar', 'VERB'), ('UF', 'NOUN'), ('aderiu', 'VERB')]]",4
45,"[[('Unfortunately', 'NOUN'), ('another', 'NOUN'), ('thing', 'NOUN'), ('in', 'NOUN'), ('Brazil', 'NOUN'), ('which', 'NOUN'), ('does', 'NOUN'), ('not', 'NOUN'), ('work', 'NOUN'), ('intended', 'NOUN')]]",1
46,"[[('Tem', 'VERB'), ('ir', 'VERB'), ('unidade', 'NOUN'), ('Detran', 'NOUN'), ('validar', 'VERB'), ('dados', 'NOUN')], [('Piadaaa', 'NOUN'), ('ahahaha', 'NOUN')]]",1
47,"[[('Tenho', 'VERB'), ('enfrentar', 'VERB'), ('mega', 'NOUN'), ('fila', 'NOUN'), ('Detran', 'NOUN'), ('ter', 'VERB'), ('CNH', 'NOUN'), ('celular', 'ADJ')], [('obrigatório', 'NOUN'), ('perdi', 'NOUN'), ('min', 'NOUN'), ('preciosos', 'ADJ'), ('dia', 'NOUN'), ('analisando', 'VERB')], [('Tô', 'NOUN')], []]",1
48,"[[('facilitar', 'VERB'), ('dificultando', 'VERB')]]",1
49,"[[('UX', 'NOUN'), ('prejudicada', 'VERB'), ('necessidade', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('Detran', 'NOUN')]]",1
50,"[[('Ter', 'VERB'), ('ir', 'VERB'), ('unidade', 'NOUN'), ('Detran', 'NOUN'), ('confirmar', 'VERB'), ('e-mail', 'NOUN'), ('telefone', 'NOUN'), ('é', 'VERB'), ('sério', 'ADJ')], [('intuito', 'NOUN'), ('é', 'VERB'), ('modernizar', 'VERB'), ('acho', 'VERB'), ('fazendo', 'VERB'), ('errado', 'VERB')], [('pode', 'VERB'), ('ser', 'VERB'), ('resolvido', 'VERB'), ('e-mail', 'NOUN'), ('telefone', 'NOUN'), ('venham', 'VERB'), ('história', 'NOUN'), ('é', 'VERB'), ('segurança', 'NOUN')], [('É', 'VERB'), ('passo', 'NOUN'), ('frente', 'NOUN')], [('Retrocesso', 'NOUN'), ('total', 'ADJ'), ('Srs', 'NOUN')], [('desenvolvedores', 'NOUN'), ('avisem', 'VERB'), ('Detran', 'NOUN'), ('modernização', 'NOUN'), ('aplica', 'VERB'), ('desse', 'VERB'), ('jeito', 'NOUN')]]",2
51,"[[('ruin', 'NOUN'), ('amor', 'NOUN'), ('Deus', 'NOUN'), ('cara', 'NOUN'), ('fazem', 'VERB'), ('aplicativo', 'ADJ'), ('vale', 'VERB'), ('pena', 'NOUN')]]",1
52,"[[('hora', 'NOUN'), ('realizar', 'VERB'), ('login', 'NOUN'), ('apresenta', 'VERB'), ('mensagem', 'NOUN'), ('Erro', 'VERB'), ('Inesperado', 'VERB')], [('única', 'ADJ'), ('opção', 'NOUN'), ('aparece', 'VERB'), ('é', 'VERB'), ('botão', 'VERB'), ('Entendi', 'VERB')], [('entendi', 'VERB'), ('bodega', 'VERB'), ('sei', 'VERB'), ('loga', 'NOUN')]]",2
53,"[[('é', 'VERB'), ('possível', 'ADJ'), ('abrir', 'VERB'), ('conta', 'NOUN'), ('bancária', 'ADJ'), ('celular', 'ADJ'), ('esfera', 'NOUN'), ('pública', 'ADJ'), ('tenta', 'VERB'), ('inovar', 'VERB'), ('esbarra', 'NOUN'), ('burocracia', 'NOUN'), ('estado', 'NOUN')], [('paguem', 'VERB'), ('vou', 'VERB'), ('Detran', 'NOUN'), ('fiquei', 'VERB'), ('horas', 'NOUN'), ('fila', 'NOUN'), ('sai', 'VERB'), ('pagando', 'VERB'), ('taxa', 'NOUN'), ('DAE', 'NOUN')], [('SERPRO', 'NOUN'), ('poderia', 'VERB'), ('desenvolver', 'VERB'), ('solução', 'NOUN'), ('enviar', 'VERB'), ('código', 'NOUN'), ('correios', 'NOUN'), ('residência', 'NOUN'), ('cadastrada', 'VERB'), ('Detran', 'NOUN'), ('ativar', 'VERB'), ('cadastro', 'NOUN')]]",1
54,"[[('burocrático', 'ADJ'), ('precisa', 'VERB'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('confirmar', 'VERB'), ('dados', 'NOUN')], [('Precisam', 'VERB'), ('rever', 'VERB'), ('processo', 'NOUN')]]",1
55,"[[('UF', 'NOUN'), ('habilitada', 'VERB'), ('CNH', 'NOUN'), ('digital', 'ADJ')], [('Poderia', 'VERB'), ('perguntar', 'VERB'), ('cara', 'NOUN'), ('UF', 'NOUN'), ('informar', 'VERB'), ('q', 'NOUN'), ('disponível', 'ADJ')], [('desenvolve', 'VERB')]]",1
56,"[[('adianta', 'VERB'), ('poder', 'NOUN'), ('usar', 'VERB'), ('celular', 'ADJ'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('validar', 'VERB')], [('Melhor', 'ADJ'), ('usar', 'VERB'), ('via', 'NOUN'), ('física', 'ADJ')]]",1
57,"[[('inovadora', 'ADJ'), ('proposta', 'NOUN')], [('eh', 'NOUN'), ('preciso', 'ADJ'), ('rever', 'VERB'), ('processo', 'NOUN')], [('depende', 'VERB'), ('liberação', 'NOUN'), ('site', 'NOUN'), ('poder', 'NOUN'), ('acessar', 'VERB')], [('deveria', 'VERB'), ('ser', 'VERB')], [('enxugar', 'VERB'), ('processo', 'NOUN'), ('criando', 'VERB'), ('aplicativo', 'ADJ'), ('serviços', 'NOUN'), ('DENATRAN', 'NOUN'), ('interessante', 'ADJ')], [('disso', 'NOUN'), ('consegui', 'VERB'), ('liberar', 'VERB'), ('acesso', 'NOUN'), ('sistema', 'NOUN'), ('diz', 'VERB'), ('tá', 'VERB'), ('indisponível', 'ADJ')], [('consegui', 'VERB'), ('disse', 'VERB'), ('ser', 'VERB'), ('liberado', 'VERB'), ('Detran', 'NOUN')], [('Perder', 'VERB'), ('tempo', 'NOUN'), ('ir', 'VERB'), ('Detran', 'NOUN'), ('ter', 'VERB'), ('CNH', 'NOUN'), ('celular', 'ADJ')], [], [('Complicado', 'VERB')], [('facilitar', 'VERB'), ('deixando', 'VERB'), ('confuso', 'NOUN')], [('considerarei', 'VERB'), ('rever', 'VERB'), ('pontuação', 'NOUN')]]",1
58,"[[('Moral', 'NOUN'), ('história', 'NOUN'), ('serve', 'VERB'), ('q', 'NOUN'), ('ter', 'VERB'), ('certificado..', 'NOUN'), ('melhor', 'ADJ'), ('andar', 'NOUN'), ('papel', 'NOUN')]]",1
59,"[[('Trava', 'VERB'), ('hora', 'NOUN'), ('gerar', 'VERB'), ('PIN', 'NOUN'), ('diz', 'VERB'), ('deu', 'VERB'), ('erro', 'NOUN'), ('desconhecido', 'VERB')]]",1
